file_line-number,"query word, option word",distance metric,similarity score
20,"('paste', 'block')",C,0.054103368023270537
20,"('paste', 'jelly')",C,0.38208423528896995
21,"('scorn', 'refuse')",C,0.15802958691840863
21,"('scorn', 'enjoy')",C,0.099228532102255462
21,"('scorn', 'avoid')",C,0.07879606992637278
21,"('scorn', 'plan')",C,0.013712162495993052
22,"('refer', 'direct')",C,0.22412855551900945
22,"('refer', 'call')",C,0.35588998402039451
22,"('refer', 'carry')",C,0.20558897994666159
22,"('refer', 'explain')",C,0.37833773776241375
23,"('pad', 'cushion')",C,0.20501921856319105
23,"('pad', 'board')",C,0.07519860885648344
23,"('pad', 'block')",C,0.23810599077622752
23,"('pad', 'tablet')",C,0.17490975599900971
24,"('boast', 'brag')",C,0.52349520265363947
24,"('boast', 'yell')",C,0.10276711298840913
24,"('boast', 'complain')",C,0.26009959730524923
24,"('boast', 'explain')",C,0.11025462765363603
25,"('applause', 'approval')",C,0.24685997051168695
25,"('applause', 'fear')",C,0.12163580207928637
25,"('applause', 'shame')",C,0.21733234262000589
25,"('applause', 'friends')",C,0.1906036155914228
26,"('sheet', 'leaf')",C,0.23443300949979373
26,"('sheet', 'book')",C,0.20364786315285166
26,"('sheet', 'block')",C,0.1529198890712159
26,"('sheet', 'tap')",C,0.15681065481870693
27,"('stem', 'stalk')",C,0.29434994906677447
27,"('stem', 'bark')",C,0.23522466689098342
27,"('stem', 'column')",C,0.1034365079332491
27,"('stem', 'trunk')",C,0.15872882014098944
28,"('seize', 'take')",C,0.41444176235833596
28,"('seize', 'refer')",C,0.046576504755517667
28,"('seize', 'request')",C,0.17043929022060589
28,"('seize', 'yield')",C,0.14949658908842922
29,"('trunk', 'chest')",C,0.28714647265001136
29,"('trunk', 'bag')",C,0.32559136845578374
29,"('trunk', 'closet')",C,0.32657721735394185
29,"('trunk', 'swing')",C,0.11081971218301467
30,"('approval', 'endorsement')",C,0.45884435598781237
30,"('approval', 'gift')",C,0.12845852928453827
30,"('approval', 'statement')",C,0.32979128437731053
30,"('approval', 'confession')",C,0.040175817374723977
31,"('mass', 'lump')",C,0.062495755266609665
31,"('mass', 'service')",C,0.2308585620746989
31,"('mass', 'worship')",C,0.27809346607698182
31,"('mass', 'element')",C,0.21802872132145545
32,"('swing', 'sway')",C,0.37052246153662727
32,"('swing', 'bounce')",C,0.41593040736968034
32,"('swing', 'break')",C,0.2851265551223352
32,"('swing', 'crash')",C,0.040577919703430942
33,"('sore', 'painful')",C,0.37118244617533025
33,"('sore', 'red')",C,0.10012699300626915
33,"('sore', 'hot')",C,0.21084976814106982
33,"('sore', 'rough')",C,0.20330922448582633
34,"('hinder', 'block')",C,0.23149158605277509
34,"('hinder', 'assist')",C,0.26222480149471916
34,"('hinder', 'relieve')",C,0.27546623053360442
34,"('hinder', 'yield')",C,0.055452412596995293
35,"('sticky', 'gooey')",C,0.52873943308160309
35,"('sticky', 'smooth')",C,0.29331451904550399
35,"('sticky', 'shiny')",C,0.35641879862630022
35,"('sticky', 'wet')",C,0.38735571044277928
36,"('confession', 'statement')",C,0.30213208381169043
36,"('confession', 'service')",C,0.10006144572647513
36,"('confession', 'plea')",C,0.4776985512120655
36,"('confession', 'bargain')",C,0.16569992893034535
1,"('rusty', 'corroded')",E,7.7006296705597155
1,"('rusty', 'black')",E,8.189604764892422
1,"('rusty', 'dirty')",E,8.42625932834847
1,"('rusty', 'painted')",E,7.839954708822992
2,"('brass', 'metal')",E,7.181609824472399
2,"('brass', 'wood')",E,7.686733785744022
2,"('brass', 'stone')",E,7.903467904387868
2,"('brass', 'plastic')",E,7.804744164149323
3,"('spin', 'twirl')",E,7.513178182015175
3,"('spin', 'ache')",E,8.909705289425315
3,"('spin', 'sweat')",E,8.960374570964603
3,"('spin', 'flush')",E,8.21036774480658
4,"('passage', 'hallway')",E,8.172927953300107
4,"('passage', 'ticket')",E,8.325387510761376
4,"('passage', 'entrance')",E,7.113608859656249
4,"('passage', 'room')",E,7.978039895813902
5,"('yield', 'submit')",E,8.985647082619353
5,"('yield', 'challenge')",E,9.353700637290265
5,"('yield', 'boast')",E,8.409852004052683
5,"('yield', 'scorn')",E,9.421837201092792
6,"('lean', 'rest')",E,6.801760065983301
6,"('lean', 'scrape')",E,8.51524906961754
6,"('lean', 'grate')",E,8.695194970724613
6,"('lean', 'refer')",E,7.651328295625978
7,"('barrel', 'cask')",E,9.209856256084732
7,"('barrel', 'bottle')",E,8.709992728157992
7,"('barrel', 'box')",E,9.181071034224852
7,"('barrel', 'case')",E,9.436300019083056
8,"('nuisance', 'pest')",E,7.181400727005054
8,"('nuisance', 'garbage')",E,7.9572082838007185
8,"('nuisance', 'relief')",E,9.724418505288416
8,"('nuisance', 'troublesome')",E,6.971960402582784
9,"('rug', 'carpet')",E,5.826190575720417
9,"('rug', 'sofa')",E,6.967619399388372
9,"('rug', 'ottoman')",E,9.681498840224597
9,"('rug', 'hallway')",E,7.739694782065072
10,"('tap', 'drain')",E,7.33962168231466
10,"('tap', 'boil')",E,8.505859520742364
10,"('tap', 'knock')",E,7.574127341561534
10,"('tap', 'rap')",E,8.658621023797073
11,"('split', 'divided')",E,4.975802193359208
11,"('split', 'crushed')",E,7.589479867352585
11,"('split', 'grated')",E,10.383517226750497
11,"('split', 'bruised')",E,8.383006362333392
12,"('lump', 'chunk')",E,7.3466123910550865
12,"('lump', 'stem')",E,9.758610029438334
12,"('lump', 'trunk')",E,9.200771948520623
12,"('lump', 'limb')",E,9.047361907264376
13,"('outline', 'contour')",E,8.149751695133894
13,"('outline', 'pair')",E,7.896713515287197
13,"('outline', 'blend')",E,8.465645725971518
13,"('outline', 'block')",E,7.528009169350169
14,"('swear', 'vow')",E,6.303134525772491
14,"('swear', 'explain')",E,6.942892363763964
14,"('swear', 'think')",E,7.38415350965656
14,"('swear', 'describe')",E,6.953546898266042
15,"('relieved', 'rested')",E,6.827241222715771
15,"('relieved', 'sleepy')",E,7.626504749465746
15,"('relieved', 'tired')",E,6.384887119595247
15,"('relieved', 'hasty')",E,8.36007581236179
16,"('deserve', 'merit')",E,6.895383963872626
16,"('deserve', 'need')",E,5.866498622369617
16,"('deserve', 'want')",E,5.493231221194147
16,"('deserve', 'expect')",E,5.731139450929496
17,"('stiff', 'firm')",E,8.46449057737858
17,"('stiff', 'dark')",E,7.893778984128811
17,"('stiff', 'drunk')",E,8.015683190349778
17,"('stiff', 'cooked')",E,8.730450656925466
18,"('verse', 'section')",E,7.672782412495445
18,"('verse', 'weed')",E,9.547151611668179
18,"('verse', 'twig')",E,8.884486960417258
18,"('verse', 'branch')",E,8.641510892078502
19,"('steep', 'sheer')",E,8.653226162490405
19,"('steep', 'bare')",E,8.03368437736399
19,"('steep', 'rugged')",E,7.319533330441198
19,"('steep', 'stone')",E,8.1732369486571
20,"('paste', 'dough')",E,8.192197523515576
20,"('paste', 'syrup')",E,7.966150099729266
20,"('paste', 'block')",E,9.082482375549688
20,"('paste', 'jelly')",E,8.064546747123774
21,"('scorn', 'refuse')",E,7.884023981714069
21,"('scorn', 'enjoy')",E,8.227419856399639
21,"('scorn', 'avoid')",E,8.245608540512022
21,"('scorn', 'plan')",E,8.657163660694508
22,"('refer', 'direct')",E,6.924633768841824
22,"('refer', 'call')",E,5.977749431415965
22,"('refer', 'carry')",E,6.648138320377137
22,"('refer', 'explain')",E,5.427900693248428
23,"('pad', 'cushion')",E,8.183839376583252
23,"('pad', 'board')",E,8.811376810708499
23,"('pad', 'block')",E,7.566630720816202
23,"('pad', 'tablet')",E,8.569306373027166
24,"('boast', 'brag')",E,4.776802375775528
24,"('boast', 'yell')",E,7.3526354106901834
24,"('boast', 'complain')",E,5.927359768121917
24,"('boast', 'explain')",E,6.233966206299905
25,"('applause', 'approval')",E,8.364436165605309
25,"('applause', 'fear')",E,8.624472476821271
25,"('applause', 'shame')",E,8.059323145956482
25,"('applause', 'friends')",E,8.24416747993046
26,"('sheet', 'leaf')",E,8.183231641938406
26,"('sheet', 'book')",E,7.8125139068121765
26,"('sheet', 'block')",E,7.872461219526199
26,"('sheet', 'tap')",E,7.920121631916695
27,"('stem', 'stalk')",E,7.966039499752696
27,"('stem', 'bark')",E,8.943243034684683
27,"('stem', 'column')",E,9.583996659986271
27,"('stem', 'trunk')",E,8.969664482508193
28,"('seize', 'take')",E,6.222898325080085
28,"('seize', 'refer')",E,7.631695075353427
28,"('seize', 'request')",E,7.532445072977442
28,"('seize', 'yield')",E,8.975311631385939
29,"('trunk', 'chest')",E,7.805693777529733
29,"('trunk', 'bag')",E,7.47972311441954
29,"('trunk', 'closet')",E,7.5273093525455375
29,"('trunk', 'swing')",E,8.606673987772387
30,"('approval', 'endorsement')",E,6.608340879615447
30,"('approval', 'gift')",E,8.387950245156247
30,"('approval', 'statement')",E,7.242476341477025
30,"('approval', 'confession')",E,9.211541922971714
31,"('mass', 'lump')",E,9.406662909045597
31,"('mass', 'service')",E,8.571359945474526
31,"('mass', 'worship')",E,8.05146275718888
31,"('mass', 'element')",E,7.985944869848512
32,"('swing', 'sway')",E,6.9342441764126646
32,"('swing', 'bounce')",E,6.5785733897177225
32,"('swing', 'break')",E,7.118124964003235
32,"('swing', 'crash')",E,9.1045519661865
33,"('sore', 'painful')",E,7.6332193482157145
33,"('sore', 'red')",E,9.211289318750154
33,"('sore', 'hot')",E,8.596834119683164
33,"('sore', 'rough')",E,8.224653927581413
34,"('hinder', 'block')",E,7.002827514051587
34,"('hinder', 'assist')",E,6.821255936681878
34,"('hinder', 'relieve')",E,7.045240871867429
34,"('hinder', 'yield')",E,9.088589078491834
35,"('sticky', 'gooey')",E,6.217785185709692
35,"('sticky', 'smooth')",E,8.147340152232768
35,"('sticky', 'shiny')",E,7.162732059183998
35,"('sticky', 'wet')",E,7.592124949236943
36,"('confession', 'statement')",E,7.579803986558214
36,"('confession', 'service')",E,9.2248309870801
36,"('confession', 'plea')",E,6.899160935866412
36,"('confession', 'bargain')",E,8.767725831739412
1,"('rusty', 'corroded')",M,105.99490456000001
1,"('rusty', 'black')",M,112.6899118
1,"('rusty', 'dirty')",M,112.88429343
1,"('rusty', 'painted')",M,107.19374620000001
2,"('brass', 'metal')",M,100.36230860000001
2,"('brass', 'wood')",M,108.06755536
2,"('brass', 'stone')",M,109.17801308
2,"('brass', 'plastic')",M,109.81562550000001
3,"('spin', 'twirl')",M,99.506253000000001
3,"('spin', 'ache')",M,120.96431211000001
3,"('spin', 'sweat')",M,120.14477042
3,"('spin', 'flush')",M,115.69182283999999
4,"('passage', 'hallway')",M,110.88904345
4,"('passage', 'ticket')",M,112.18745482
4,"('passage', 'entrance')",M,98.898633720000007
4,"('passage', 'room')",M,111.24821612000001
5,"('yield', 'submit')",M,122.92766111999998
5,"('yield', 'challenge')",M,129.08667489000001
5,"('yield', 'boast')",M,118.69845639
5,"('yield', 'scorn')",M,130.78992081000001
6,"('lean', 'rest')",M,93.325397750000008
6,"('lean', 'scrape')",M,119.43840833000002
6,"('lean', 'grate')",M,122.7257635
6,"('lean', 'refer')",M,106.71487060000001
7,"('barrel', 'cask')",M,124.8873864
7,"('barrel', 'bottle')",M,120.52305699999999
7,"('barrel', 'box')",M,126.5154355
7,"('barrel', 'case')",M,124.54472500000001
8,"('nuisance', 'pest')",M,98.890920840000007
8,"('nuisance', 'garbage')",M,108.96817346
8,"('nuisance', 'relief')",M,130.12958506000001
8,"('nuisance', 'troublesome')",M,94.556736080000007
9,"('rug', 'carpet')",M,81.631556260000011
9,"('rug', 'sofa')",M,96.16573966
9,"('rug', 'ottoman')",M,132.79482976
9,"('rug', 'hallway')",M,107.11282672999999
10,"('tap', 'drain')",M,101.72873515000001
10,"('tap', 'boil')",M,117.3015261
10,"('tap', 'knock')",M,107.09709993999999
10,"('tap', 'rap')",M,120.59110659999999
11,"('split', 'divided')",M,68.533388800000012
11,"('split', 'crushed')",M,105.90521599
11,"('split', 'grated')",M,143.82133427000002
11,"('split', 'bruised')",M,113.9862804
12,"('lump', 'chunk')",M,101.71188870399999
12,"('lump', 'stem')",M,134.09007159999999
12,"('lump', 'trunk')",M,124.87652184
12,"('lump', 'limb')",M,126.80382492
13,"('outline', 'contour')",M,113.02878684
13,"('outline', 'pair')",M,105.928121
13,"('outline', 'blend')",M,114.39436358999998
13,"('outline', 'block')",M,102.27009615
14,"('swear', 'vow')",M,88.639693724000011
14,"('swear', 'explain')",M,94.553649059999998
14,"('swear', 'think')",M,99.299513939999997
14,"('swear', 'describe')",M,95.589347369999999
15,"('relieved', 'rested')",M,96.455253299999995
15,"('relieved', 'sleepy')",M,102.46818084
15,"('relieved', 'tired')",M,88.879701539999999
15,"('relieved', 'hasty')",M,116.78544296000001
16,"('deserve', 'merit')",M,94.379075029999996
16,"('deserve', 'need')",M,79.39446993
16,"('deserve', 'want')",M,74.559954659999988
16,"('deserve', 'expect')",M,78.902075169999989
17,"('stiff', 'firm')",M,116.32253717
17,"('stiff', 'dark')",M,107.98176119999999
17,"('stiff', 'drunk')",M,109.78868500000002
17,"('stiff', 'cooked')",M,119.18615131000001
18,"('verse', 'section')",M,106.17048757000001
18,"('verse', 'weed')",M,132.56024227
18,"('verse', 'twig')",M,124.53103634199999
18,"('verse', 'branch')",M,119.06662828999998
19,"('steep', 'sheer')",M,118.64847465
19,"('steep', 'bare')",M,112.76125074000001
19,"('steep', 'rugged')",M,98.134280079999996
19,"('steep', 'stone')",M,111.52880928
20,"('paste', 'dough')",M,115.99992155000001
20,"('paste', 'syrup')",M,111.51172000000001
20,"('paste', 'block')",M,126.34072714999999
20,"('paste', 'jelly')",M,110.98564162
21,"('scorn', 'refuse')",M,108.38280909999999
21,"('scorn', 'enjoy')",M,111.9907726
21,"('scorn', 'avoid')",M,109.83994287
21,"('scorn', 'plan')",M,113.00969000000001
22,"('refer', 'direct')",M,93.003704999999997
22,"('refer', 'call')",M,81.259916000000004
22,"('refer', 'carry')",M,91.949628869999998
22,"('refer', 'explain')",M,75.612759400000016
23,"('pad', 'cushion')",M,113.39735999999999
23,"('pad', 'board')",M,123.74632625999999
23,"('pad', 'block')",M,104.47313524999998
23,"('pad', 'tablet')",M,118.55359631799999
24,"('boast', 'brag')",M,66.951343300000005
24,"('boast', 'yell')",M,100.4332732
24,"('boast', 'complain')",M,81.877992379999995
24,"('boast', 'explain')",M,84.323477299999993
25,"('applause', 'approval')",M,114.15732354999999
25,"('applause', 'fear')",M,118.67917600999999
25,"('applause', 'shame')",M,112.15570609
25,"('applause', 'friends')",M,113.70097934
26,"('sheet', 'leaf')",M,114.388890344
26,"('sheet', 'book')",M,109.536325664
26,"('sheet', 'block')",M,107.951081214
26,"('sheet', 'tap')",M,111.19590723600001
27,"('stem', 'stalk')",M,108.52231136
27,"('stem', 'bark')",M,122.51222479999998
27,"('stem', 'column')",M,131.2987124
27,"('stem', 'trunk')",M,124.84965183999999
28,"('seize', 'take')",M,83.831339428999996
28,"('seize', 'refer')",M,105.69876430000001
28,"('seize', 'request')",M,105.31248991999999
28,"('seize', 'yield')",M,123.52518019000001
29,"('trunk', 'chest')",M,108.58989066000001
29,"('trunk', 'bag')",M,103.85291054000001
29,"('trunk', 'closet')",M,104.65719751
29,"('trunk', 'swing')",M,120.36242114000001
30,"('approval', 'endorsement')",M,90.998976959999993
30,"('approval', 'gift')",M,115.64744992000001
30,"('approval', 'statement')",M,97.148892429999989
30,"('approval', 'confession')",M,126.71201676000001
31,"('mass', 'lump')",M,133.6203778
31,"('mass', 'service')",M,116.77848879000001
31,"('mass', 'worship')",M,108.69117610000001
31,"('mass', 'element')",M,111.53850849
32,"('swing', 'sway')",M,97.064149810000004
32,"('swing', 'bounce')",M,90.13169079699999
32,"('swing', 'break')",M,95.707356199999992
32,"('swing', 'crash')",M,122.7042604
33,"('sore', 'painful')",M,103.19272391000001
33,"('sore', 'red')",M,124.8816049
33,"('sore', 'hot')",M,117.54533140000001
33,"('sore', 'rough')",M,116.13079969999998
34,"('hinder', 'block')",M,97.106224120000007
34,"('hinder', 'assist')",M,93.352470490000002
34,"('hinder', 'relieve')",M,95.529529879999998
34,"('hinder', 'yield')",M,125.62098238
35,"('sticky', 'gooey')",M,87.074647959999993
35,"('sticky', 'smooth')",M,111.44515741999999
35,"('sticky', 'shiny')",M,100.45249751999999
35,"('sticky', 'wet')",M,108.1269879
36,"('confession', 'statement')",M,105.25569153000001
36,"('confession', 'service')",M,127.63884763
36,"('confession', 'plea')",M,98.962163599999997
36,"('confession', 'bargain')",M,120.75745610000001
